"Sequence number"	"Sequence ID"	"Functionality"	"V-GENE and allele"	"V-REGION Nb of positions including IMGT gaps (nt)"	"V-REGION Nb of nucleotides"	"V-REGION Nb of identical nucleotides"	"V-REGION Nb of mutations"	"V-REGION Nb of silent mutations"	"V-REGION Nb of nonsilent mutations"	"V-REGION a>g"	"V-REGION g>a"	"V-REGION c>t"	"V-REGION t>c"	"V-REGION a>c"	"V-REGION c>a"	"V-REGION a>t"	"V-REGION t>a"	"V-REGION g>c"	"V-REGION c>g"	"V-REGION g>t"	"V-REGION t>g"	"FR1-IMGT Nb of positions including IMGT gaps (nt)"	"FR1-IMGT Nb of nucleotides"	"FR1-IMGT Nb of identical nucleotides"	"FR1-IMGT Nb of mutations"	"FR1-IMGT Nb of silent mutations"	"FR1-IMGT Nb of nonsilent mutations"	"FR1-IMGT a>g"	"FR1-IMGT g>a"	"FR1-IMGT c>t"	"FR1-IMGT t>c"	"FR1-IMGT a>c"	"FR1-IMGT c>a"	"FR1-IMGT a>t"	"FR1-IMGT t>a"	"FR1-IMGT g>c"	"FR1-IMGT c>g"	"FR1-IMGT g>t"	"FR1-IMGT t>g"	"CDR1-IMGT Nb of positions including IMGT gaps (nt)"	"CDR1-IMGT Nb of nucleotides"	"CDR1-IMGT Nb of identical nucleotides"	"CDR1-IMGT Nb of mutations"	"CDR1-IMGT Nb of silent mutations"	"CDR1-IMGT Nb of nonsilent mutations"	"CDR1-IMGT a>g"	"CDR1-IMGT g>a"	"CDR1-IMGT c>t"	"CDR1-IMGT t>c"	"CDR1-IMGT a>c"	"CDR1-IMGT c>a"	"CDR1-IMGT a>t"	"CDR1-IMGT t>a"	"CDR1-IMGT g>c"	"CDR1-IMGT c>g"	"CDR1-IMGT g>t"	"CDR1-IMGT t>g"	"FR2-IMGT Nb of positions including IMGT gaps (nt)"	"FR2-IMGT Nb of nucleotides"	"FR2-IMGT Nb of identical nucleotides"	"FR2-IMGT Nb of mutations"	"FR2-IMGT Nb of silent mutations"	"FR2-IMGT Nb of nonsilent mutations"	"FR2-IMGT a>g"	"FR2-IMGT g>a"	"FR2-IMGT c>t"	"FR2-IMGT t>c"	"FR2-IMGT a>c"	"FR2-IMGT c>a"	"FR2-IMGT a>t"	"FR2-IMGT t>a"	"FR2-IMGT g>c"	"FR2-IMGT c>g"	"FR2-IMGT g>t"	"FR2-IMGT t>g"	"CDR2-IMGT Nb of positions including IMGT gaps (nt)"	"CDR2-IMGT Nb of nucleotides"	"CDR2-IMGT Nb of identical nucleotides"	"CDR2-IMGT Nb of mutations"	"CDR2-IMGT Nb of silent mutations"	"CDR2-IMGT Nb of nonsilent mutations"	"CDR2-IMGT a>g"	"CDR2-IMGT g>a"	"CDR2-IMGT c>t"	"CDR2-IMGT t>c"	"CDR2-IMGT a>c"	"CDR2-IMGT c>a"	"CDR2-IMGT a>t"	"CDR2-IMGT t>a"	"CDR2-IMGT g>c"	"CDR2-IMGT c>g"	"CDR2-IMGT g>t"	"CDR2-IMGT t>g"	"FR3-IMGT Nb of positions including IMGT gaps (nt)"	"FR3-IMGT Nb of nucleotides"	"FR3-IMGT Nb of identical nucleotides"	"FR3-IMGT Nb of mutations"	"FR3-IMGT Nb of silent mutations"	"FR3-IMGT Nb of nonsilent mutations"	"FR3-IMGT a>g"	"FR3-IMGT g>a"	"FR3-IMGT c>t"	"FR3-IMGT t>c"	"FR3-IMGT a>c"	"FR3-IMGT c>a"	"FR3-IMGT a>t"	"FR3-IMGT t>a"	"FR3-IMGT g>c"	"FR3-IMGT c>g"	"FR3-IMGT g>t"	"FR3-IMGT t>g"	"CDR3-IMGT Nb of positions including IMGT gaps (nt)"	"CDR3-IMGT Nb of nucleotides"	"CDR3-IMGT Nb of identical nucleotides"	"CDR3-IMGT Nb of mutations"	"CDR3-IMGT Nb of silent mutations"	"CDR3-IMGT Nb of nonsilent mutations"	"CDR3-IMGT a>g"	"CDR3-IMGT g>a"	"CDR3-IMGT c>t"	"CDR3-IMGT t>c"	"CDR3-IMGT a>c"	"CDR3-IMGT c>a"	"CDR3-IMGT a>t"	"CDR3-IMGT t>a"	"CDR3-IMGT g>c"	"CDR3-IMGT c>g"	"CDR3-IMGT g>t"	"CDR3-IMGT t>g"	""
309	">644_@M02381:30:000000000-AUCBB:1:1101:14521:4085"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
310	">645_@M02381:30:000000000-AUCBB:1:1101:14380:4086"	"unproductive"	"Homsap TRBV15*02 (F)"	"321"	"193"	"193"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"9"	"9"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
311	">500_@M02381:30:000000000-AUCBB:1:1101:13634:3746"	"productive"	"Homsap TRBV19*01 F"	"320 (326)"	"192 (198)"	"190"	"2 (8)"	"1 (4)"	"1 (4)"	"0 (3)"	"0 (1)"	"0"	"1 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1 (2)"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	110	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	"8 (14)"	"8 (14)"	"8"	"0 (6)"	"0 (3)"	"0 (3)"	"0 (3)"	"0 (1)"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	NA
312	">501_@M02381:30:000000000-AUCBB:1:1101:15829:3749"	"productive"	"Homsap TRBV15*02 (F)"	"321"	"193"	"193"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"9"	"9"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
313	">503_@M02381:30:000000000-AUCBB:1:1101:12923:3753"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
314	">504_@M02381:30:000000000-AUCBB:1:1101:19502:3758"	"productive"	"Homsap TRBV12-3*01 F"	"323 (326)"	"199 (202)"	"195 (196)"	"4 (6)"	"2 (4)"	"2"	"0 (1)"	"0"	"1 (2)"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	5	2	3	2	1	0	0	1	1	1	0	0	0	0	0	0	0	51	51	50	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"11 (14)"	"11 (14)"	"11 (12)"	"0 (2)"	"0 (2)"	"0"	"0 (1)"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
315	">505_@M02381:30:000000000-AUCBB:1:1101:20195:3759"	"productive"	"Homsap TRBV18*01 F"	"322 (326)"	"197 (201)"	"197 (198)"	"0 (3)"	"0 (1)"	"0 (2)"	"0 (1)"	"0"	"0 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"10 (14)"	"10 (14)"	"10 (11)"	"0 (3)"	"0 (1)"	"0 (2)"	"0 (1)"	"0"	"0 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
316	">508_@M02381:30:000000000-AUCBB:1:1101:21240:3767"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
317	">510_@M02381:30:000000000-AUCBB:1:1101:16269:3771"	"unproductive"	"Homsap TRBV12-3*01 F"	"323 (326)"	"199 (202)"	"195 (196)"	"4 (6)"	"2 (4)"	"2"	"0 (1)"	"0"	"1 (2)"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	5	2	3	2	1	0	0	1	1	1	0	0	0	0	0	0	0	51	51	50	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"11 (14)"	"11 (14)"	"11 (12)"	"0 (2)"	"0 (2)"	"0"	"0 (1)"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
318	">511_@M02381:30:000000000-AUCBB:1:1101:20394:3773"	"unproductive"	"Homsap TRBV12-2*01 P"	"314 (326)"	"170 (182)"	"93 (95)"	"77 (87)"	"5 (9)"	"72 (78)"	"9 (10)"	"9 (10)"	"3 (4)"	"8 (9)"	"6 (7)"	"6 (7)"	"7"	"2 (3)"	"9 (10)"	"7 (8)"	"1"	"10 (11)"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	36	9	27	0	27	3	4	1	4	2	3	3	0	3	2	0	2	30	18	8	10	2	8	1	1	0	2	0	2	1	1	0	0	0	2	117	114	74	40	3	37	5	4	2	2	4	1	3	1	6	5	1	6	"2 (14)"	"2 (14)"	"2 (4)"	"0 (10)"	"0 (4)"	"0 (6)"	"0 (1)"	"0 (1)"	"0 (1)"	"0 (1)"	"0 (1)"	"0 (1)"	"0"	"0 (1)"	"0 (1)"	"0 (1)"	"0"	"0 (1)"	NA
319	">513_@M02381:30:000000000-AUCBB:1:1101:9055:3779"	"productive"	"Homsap TRBV11-2*01 F"	"325 (326)"	"200 (201)"	"197"	"3 (4)"	"0 (1)"	"3"	"2 (3)"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	50	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	112	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	"13 (14)"	"13 (14)"	"13"	"0 (1)"	"0 (1)"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
320	">514_@M02381:30:000000000-AUCBB:1:1101:20293:3779"	"unproductive"	"Homsap TRBV24-1*01 F"	"318 (327)"	"190 (199)"	"186 (187)"	"4 (12)"	"1"	"3 (11)"	"0 (1)"	"1 (3)"	"0"	"0"	"1 (2)"	"0"	"1"	"1 (2)"	"0 (1)"	"0"	"0"	"0 (2)"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	0	4	1	3	0	1	0	0	1	0	1	1	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"6 (15)"	"6 (15)"	"6 (7)"	"0 (8)"	"0"	"0 (8)"	"0 (1)"	"0 (2)"	"0"	"0"	"0 (1)"	"0"	"0"	"0 (1)"	"0 (1)"	"0"	"0"	"0 (2)"	NA
321	">516_@M02381:30:000000000-AUCBB:1:1101:15012:3782"	"productive"	"Homsap TRBV6-2*01 F, or Homsap TRBV6-3*01 F"	"322 (326)"	"194 (198)"	"194"	"0 (4)"	"0 (2)"	"0 (2)"	"0"	"0"	"0"	"0"	"0"	"0 (2)"	"0 (1)"	"0"	"0"	"0"	"0"	"0 (1)"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"10 (14)"	"10 (14)"	"10"	"0 (4)"	"0 (2)"	"0 (2)"	"0"	"0"	"0"	"0"	"0"	"0 (2)"	"0 (1)"	"0"	"0"	"0"	"0"	"0 (1)"	NA
322	">517_@M02381:30:000000000-AUCBB:1:1101:19864:3784"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
323	">518_@M02381:30:000000000-AUCBB:1:1101:16766:3785"	"productive"	"Homsap TRBV6-1*01 F"	"321 (326)"	"193 (198)"	"191 (192)"	"2 (6)"	"1 (3)"	"1 (3)"	"0"	"0 (1)"	"0"	"0"	"0"	"2"	"0 (1)"	"0"	"0"	"0 (1)"	"0 (1)"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	2	2	1	1	0	0	0	0	0	2	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"9 (14)"	"9 (14)"	"9 (10)"	"0 (4)"	"0 (2)"	"0 (2)"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0 (1)"	"0 (1)"	"0"	NA
324	">520_@M02381:30:000000000-AUCBB:1:1101:9619:3794"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
325	">521_@M02381:30:000000000-AUCBB:1:1101:14166:3795"	"unproductive"	"Homsap TRBV12-5*01 F"	"322 (326)"	"198 (202)"	"194 (195)"	"4 (7)"	"2 (3)"	"2 (4)"	"0"	"0"	"1"	"1 (2)"	"2"	"0"	"0"	"0 (1)"	"0 (1)"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	5	2	3	1	2	0	0	0	1	2	0	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	113	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	"10 (14)"	"10 (14)"	"10 (11)"	"0 (3)"	"0 (1)"	"0 (2)"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"0 (1)"	"0"	"0"	"0"	NA
326	">522_@M02381:30:000000000-AUCBB:1:1101:13549:3799"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
327	">523_@M02381:30:000000000-AUCBB:1:1101:11504:3802"	"productive"	"Homsap TRBV5-6*01 F"	"316 (325)"	"188 (197)"	"186 (189)"	"2 (8)"	"0"	"2 (8)"	"0"	"0"	"0 (1)"	"1"	"0"	"0"	"0 (1)"	"0"	"0 (1)"	"1 (2)"	"0"	"0 (2)"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	3	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	51	51	50	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"4 (13)"	"4 (13)"	"4 (7)"	"0 (6)"	"0"	"0 (6)"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"0"	"0 (1)"	"0 (1)"	"0"	"0 (2)"	NA
328	">524_@M02381:30:000000000-AUCBB:1:1101:20917:3806"	"productive"	"Homsap TRBV29-1*03 (F)"	"316 (321)"	"283 (288)"	"255 (256)"	"28 (32)"	"0"	"28 (32)"	"6"	"2"	"1 (3)"	"4"	"2"	"2"	"1"	"1"	"2"	"3"	"3 (5)"	"1"	78	78	61	17	0	17	3	2	0	2	1	0	1	1	0	3	3	1	36	15	5	10	0	10	2	0	1	2	1	2	0	0	2	0	0	0	51	51	50	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	30	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"4 (9)"	"4 (9)"	"4 (5)"	"0 (4)"	"0"	"0 (4)"	"0"	"0"	"0 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (2)"	"0"	NA
329	">525_@M02381:30:000000000-AUCBB:1:1101:9496:3808"	"productive"	"Homsap TRBV19*01 F"	"322 (326)"	"194 (198)"	"193 (194)"	"1 (4)"	"1 (2)"	"0 (2)"	"0 (1)"	"0"	"0"	"0 (1)"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"1"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"10 (14)"	"10 (14)"	"10 (11)"	"0 (3)"	"0 (1)"	"0 (2)"	"0 (1)"	"0"	"0"	"0 (1)"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	NA
330	">526_@M02381:30:000000000-AUCBB:1:1101:11935:3811"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
331	">527_@M02381:30:000000000-AUCBB:1:1101:8173:3812"	"unproductive"	"Homsap TRBV12-3*01 F"	"323 (326)"	"197 (200)"	"195 (196)"	"2 (4)"	"0 (1)"	"2 (3)"	"0"	"0 (1)"	"0"	"1"	"0"	"0"	"0 (1)"	"0"	"0"	"1"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	51	51	50	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"11 (14)"	"11 (14)"	"11 (12)"	"0 (2)"	"0 (1)"	"0 (1)"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	NA
332	">529_@M02381:30:000000000-AUCBB:1:1101:20997:3815"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
333	">530_@M02381:30:000000000-AUCBB:1:1101:18233:3819"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
334	">532_@M02381:30:000000000-AUCBB:1:1101:19881:3821"	"productive"	"Homsap TRBV6-5*01 F"	"317 (326)"	"189 (198)"	"188 (189)"	"1 (9)"	"0 (3)"	"1 (6)"	"0 (1)"	"0 (1)"	"0 (1)"	"0 (1)"	"0"	"1"	"0"	"0 (1)"	"0"	"0 (2)"	"0"	"0 (1)"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	50	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"5 (14)"	"5 (14)"	"5 (6)"	"0 (8)"	"0 (3)"	"0 (5)"	"0 (1)"	"0 (1)"	"0 (1)"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"0"	"0 (2)"	"0"	"0 (1)"	NA
335	">533_@M02381:30:000000000-AUCBB:1:1101:22018:3826"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
